ID,Input_Text,Input_Language,Target_Language,Translated_Text,Context,Sentence_Length,Intent
932,¿Puedo pedir un taxi?,es,uk,Чи можу я замовити таксі?,Emergency,Short,Request
933,Puis-je essayer ceci ?,fr,uk,Чи можу я спробувати це?,Formal,Short,Request
934,Мені потрібна допомога!,uk,es,¡Necesito ayuda!,Travel,Short,Translate
935,"S'il vous plaît, expliquez encore.",fr,es,"Por favor, explícalo de nuevo.",Technical,Medium,Request
936,Який у вас пароль Wi-Fi?,uk,en,What is your Wi-Fi password?,Travel,Medium,Inform
937,Are there free seats in the restaurant?,en,uk,Чи є вільні місця в ресторані?,Emergency,Medium,Translate
938,Puis-je commander un taxi ?,fr,es,¿Puedo pedir un taxi?,Casual,Medium,Request
939,Combien coûte ce livre ?,fr,es,¿Cuánto cuesta este libro?,Travel,Medium,Translate
940,Скільки коштує ця книга?,uk,es,¿Cuánto cuesta este libro?,Travel,Short,Request
941,Мені холодно.,uk,fr,J'ai froid.,Formal,Short,Clarify
942,What is your dog's name?,en,es,¿Cómo se llama tu perro?,Casual,Medium,Translate
943,"¡Es urgente, llame a un médico!",es,en,"It's urgent, call a doctor!",Formal,Medium,Inform
944,¿Hay asientos libres en el restaurante?,es,en,Are there free seats in the restaurant?,Travel,Medium,Translate
945,Мені потрібна допомога!,uk,en,I need help!,Casual,Short,Translate
946,Чи є вільні місця в ресторані?,uk,en,Are there free seats in the restaurant?,Technical,Medium,Inform
947,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Travel,Medium,Inform
948,Чи є вільні місця в ресторані?,uk,en,Are there free seats in the restaurant?,Emergency,Medium,Request
949,Can I order a taxi?,en,es,¿Puedo pedir un taxi?,Travel,Medium,Request
950,Як налаштувати Wi-Fi?,uk,fr,Comment configurer le Wi-Fi ?,Travel,Short,Request
951,¿Cuánto cuesta?,es,fr,Combien ça coûte ?,Emergency,Short,Inform
952,Мені потрібна допомога!,uk,en,I need help!,Technical,Short,Request
953,Est-ce qu'il pleut ?,fr,es,¿Está lloviendo?,Technical,Short,Translate
954,¿Qué hora es ahora?,es,fr,Quelle heure est-il maintenant ?,Formal,Short,Inform
955,I need help!,en,es,¡Necesito ayuda!,Travel,Short,Inform
956,I need a translation of this document.,en,uk,Мені потрібен переклад цього документа.,Technical,Medium,Translate
957,Мені потрібна допомога!,uk,es,¡Necesito ayuda!,Emergency,Short,Clarify
958,Puis-je commander un taxi ?,fr,en,Can I order a taxi?,Emergency,Medium,Request
959,¿Dónde puedo encontrar un hotel?,es,uk,Де я можу знайти готель?,Casual,Medium,Clarify
960,Чи йде дощ?,uk,fr,Est-ce qu'il pleut ?,Emergency,Short,Translate
961,¿Cuánto cuesta?,es,uk,Скільки це коштує?,Formal,Short,Request
962,¿Cuál es el tipo de cambio hoy?,es,uk,Який сьогодні курс валют?,Emergency,Medium,Inform
963,Я загубив свої ключі.,uk,en,I lost my keys.,Formal,Short,Translate
964,¿Hay asientos libres en el restaurante?,es,en,Are there free seats in the restaurant?,Formal,Medium,Translate
965,Чи йде дощ?,uk,en,Is it raining?,Casual,Short,Translate
966,What is your Wi-Fi password?,en,fr,Quel est le mot de passe Wi-Fi ?,Casual,Medium,Inform
967,J'ai froid.,fr,en,I'm cold.,Technical,Short,Translate
968,Où puis-je acheter des billets pour un concert ?,fr,uk,Де я можу купити квитки на концерт?,Emergency,Medium,Clarify
969,¿Tienen descuentos?,es,uk,Чи є у вас знижки?,Formal,Short,Translate
970,Do you have any discounts?,en,es,¿Tienen descuentos?,Casual,Medium,Translate
971,Де я можу знайти готель?,uk,fr,Où puis-je trouver un hôtel ?,Travel,Medium,Clarify
972,À quelle distance est l'aéroport ?,fr,uk,Як далеко до аеропорту?,Technical,Medium,Clarify
973,"S'il vous plaît, expliquez encore.",fr,uk,"Будь ласка, поясніть це ще раз.",Travel,Medium,Translate
974,Я загубив свої ключі.,uk,es,Perdí mis llaves.,Emergency,Short,Request
975,"Hello, how are you?",en,uk,"Привіт, як справи?",Travel,Short,Translate
976,¿Hay asientos libres en el restaurante?,es,en,Are there free seats in the restaurant?,Formal,Medium,Translate
977,"Будь ласка, поясніть це ще раз.",uk,fr,"S'il vous plaît, expliquez encore.",Formal,Medium,Request
978,Comment fonctionne ce programme ?,fr,uk,Як працює ця програма?,Technical,Medium,Inform
979,¿Cuánto cuesta el boleto?,es,fr,Combien coûte le billet ?,Technical,Short,Translate
980,Combien ça coûte ?,fr,en,How much does it cost?,Travel,Short,Request
981,¿Cuánto cuesta este libro?,es,uk,Скільки коштує ця книга?,Formal,Short,Translate
982,¿Cuál es el tipo de cambio hoy?,es,fr,Quel est le taux de change aujourd'hui ?,Casual,Medium,Request
983,Where can I find a hotel?,en,uk,Де я можу знайти готель?,Technical,Medium,Request
984,Comment fonctionne ce programme ?,fr,es,¿Cómo funciona este programa?,Travel,Medium,Translate
985,I need a translation of this document.,en,es,Necesito una traducción de este documento.,Travel,Medium,Request
986,J'ai besoin d'aide !,fr,es,¡Necesito ayuda!,Casual,Short,Inform
987,"Por favor, explícalo de nuevo.",es,en,Please explain it again.,Emergency,Medium,Translate
988,How to get to the train station?,en,es,¿Cómo llegar a la estación de tren?,Emergency,Medium,Translate
989,How to set up Wi-Fi?,en,fr,Comment configurer le Wi-Fi ?,Emergency,Medium,Inform
990,Quel est le mot de passe Wi-Fi ?,fr,es,¿Cuál es la contraseña del Wi-Fi?,Travel,Medium,Request
991,Скільки це коштує?,uk,es,¿Cuánto cuesta?,Casual,Short,Clarify
992,How to set up Wi-Fi?,en,fr,Comment configurer le Wi-Fi ?,Travel,Medium,Request
993,What is your dog's name?,en,fr,Comment s'appelle votre chien ?,Emergency,Medium,Translate
994,Comment contacter le support ?,fr,es,¿Cómo contacto con soporte?,Technical,Medium,Request
995,Gracias por su atención.,es,fr,Merci pour votre attention.,Casual,Short,Inform
996,How far is the airport?,en,es,¿A qué distancia está el aeropuerto?,Technical,Medium,Translate
997,¿Dónde puedo encontrar un hotel?,es,fr,Où puis-je trouver un hôtel ?,Emergency,Medium,Inform
998,¿A qué distancia está el aeropuerto?,es,fr,À quelle distance est l'aéroport ?,Formal,Medium,Request
999,Чи є у вас вегетаріанське меню?,uk,en,Do you have a vegetarian menu?,Travel,Medium,Translate
1000,Can I try this on?,en,fr,Puis-je essayer ceci ?,Formal,Medium,Translate
1001,I want a cup of coffee.,en,es,Quiero una taza de café.,Casual,Medium,Request
1002,À quelle distance est l'aéroport ?,fr,es,¿A qué distancia está el aeropuerto?,Emergency,Medium,Translate
1003,Чи є у вас знижки?,uk,es,¿Tienen descuentos?,Casual,Medium,Inform
1004,¿Puedo pagar con tarjeta?,es,uk,Чи можу я оплатити карткою?,Casual,Short,Request
1005,J'ai froid.,fr,uk,Мені холодно.,Technical,Short,Translate
1006,Як далеко до аеропорту?,uk,en,How far is the airport?,Technical,Short,Translate
1007,¿Cómo se llama tu perro?,es,uk,Як звати вашого собаку?,Casual,Medium,Request
1008,Perdí mis llaves.,es,fr,J'ai perdu mes clés.,Technical,Short,Request
1009,I like this place.,en,uk,Мені подобається це місце.,Formal,Short,Translate
1010,Je veux une tasse de café.,fr,es,Quiero una taza de café.,Emergency,Medium,Translate
1011,¿Cuál es la contraseña del Wi-Fi?,es,en,What is your Wi-Fi password?,Travel,Medium,Translate
1012,Comment contacter le support ?,fr,en,How do I contact support?,Technical,Medium,Translate
1013,Чи є у вас знижки?,uk,fr,Avez-vous des réductions ?,Technical,Medium,Request
1014,How much is this book?,en,fr,Combien coûte ce livre ?,Formal,Medium,Inform
1015,¿Puedo probarme esto?,es,fr,Puis-je essayer ceci ?,Formal,Short,Request
1016,Gracias por su atención.,es,en,Thank you for your attention.,Casual,Short,Inform
1017,How to get to the train station?,en,fr,Comment aller à la gare ?,Casual,Medium,Request
1018,¿Dónde puedo encontrar un hotel?,es,en,Where can I find a hotel?,Emergency,Medium,Request
1019,Дякую за вашу увагу.,uk,fr,Merci pour votre attention.,Emergency,Short,Clarify
1020,"Bonjour, comment vas-tu ?",fr,uk,"Привіт, як справи?",Emergency,Short,Request
1021,¿Puedo probarme esto?,es,uk,Чи можу я спробувати це?,Casual,Short,Translate
1022,Necesito una traducción de este documento.,es,uk,Мені потрібен переклад цього документа.,Travel,Medium,Request
1023,How to set up Wi-Fi?,en,uk,Як налаштувати Wi-Fi?,Technical,Medium,Request
1024,"Hello, how are you?",en,es,"¡Hola, cómo estás?",Emergency,Short,Request
1025,What is your Wi-Fi password?,en,uk,Який у вас пароль Wi-Fi?,Technical,Medium,Translate
1026,I need help!,en,es,¡Necesito ayuda!,Emergency,Short,Translate
1027,¿Está lloviendo?,es,uk,Чи йде дощ?,Technical,Short,Clarify
1028,Comment contacter le support ?,fr,uk,Як зв’язатися з підтримкою?,Travel,Medium,Inform
1029,Thank you for your attention.,en,uk,Дякую за вашу увагу.,Technical,Medium,Request
1030,Як довго триватиме ремонт?,uk,es,¿Cuánto tiempo tomará la reparación?,Travel,Short,Translate
1031,Чи є тут парковка?,uk,es,¿Hay estacionamiento aquí?,Formal,Short,Request
1032,Як довго триватиме ремонт?,uk,fr,Combien de temps prendra la réparation ?,Emergency,Short,Request
1033,Мені потрібна допомога!,uk,es,¡Necesito ayuda!,Formal,Short,Translate
1034,C'est délicieux !,fr,es,¡Esto es delicioso!,Travel,Short,Inform
1035,Puis-je emporter ceci ?,fr,es,¿Puedo llevar esto para llevar?,Technical,Short,Request
1036,"Por favor, explícalo de nuevo.",es,en,Please explain it again.,Emergency,Medium,Request
1037,I'm cold.,en,es,Tengo frío.,Technical,Short,Translate
1038,Як налаштувати Wi-Fi?,uk,fr,Comment configurer le Wi-Fi ?,Emergency,Short,Translate
1039,Чи можу я взяти це з собою?,uk,fr,Puis-je emporter ceci ?,Emergency,Medium,Translate
1040,How much is the ticket?,en,es,¿Cuánto cuesta el boleto?,Travel,Medium,Inform
1041,¿Cómo se llama tu perro?,es,uk,Як звати вашого собаку?,Travel,Medium,Request
1042,What is your Wi-Fi password?,en,es,¿Cuál es la contraseña del Wi-Fi?,Travel,Medium,Inform
1043,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Technical,Medium,Translate
1044,How much does it cost?,en,uk,Скільки це коштує?,Travel,Medium,Request
1045,Comment s'appelle votre chien ?,fr,uk,Як звати вашого собаку?,Casual,Medium,Clarify
1046,What is your Wi-Fi password?,en,uk,Який у вас пароль Wi-Fi?,Formal,Medium,Translate
1047,Quel est le taux de change aujourd'hui ?,fr,es,¿Cuál es el tipo de cambio hoy?,Travel,Medium,Request
1048,Please explain it again.,en,uk,"Будь ласка, поясніть це ще раз.",Casual,Short,Clarify
1049,Скільки коштує квиток?,uk,en,How much is the ticket?,Formal,Short,Translate
1050,¿Cómo funciona este programa?,es,uk,Як працює ця програма?,Formal,Short,Request
1051,Який час зараз?,uk,fr,Quelle heure est-il maintenant ?,Travel,Short,Translate
1052,How to set up Wi-Fi?,en,fr,Comment configurer le Wi-Fi ?,Formal,Medium,Translate
1053,How far is the airport?,en,fr,À quelle distance est l'aéroport ?,Emergency,Medium,Request
1054,Comment connecter une imprimante à l'ordinateur ?,fr,es,¿Cómo conectar una impresora a la computadora?,Travel,Medium,Inform
1055,Скільки це коштує?,uk,es,¿Cuánto cuesta?,Formal,Short,Translate
1056,¿Cómo conectar una impresora a la computadora?,es,fr,Comment connecter une imprimante à l'ordinateur ?,Emergency,Medium,Translate
1057,¡Necesito ayuda!,es,en,I need help!,Technical,Short,Inform
1058,¿A qué distancia está el aeropuerto?,es,uk,Як далеко до аеропорту?,Travel,Medium,Request
1059,Puis-je retourner cet article ?,fr,es,¿Puedo devolver este artículo?,Casual,Medium,Request
1060,¿Tienen menú vegetariano?,es,en,Do you have a vegetarian menu?,Formal,Short,Translate
1061,Where is the library?,en,es,¿Dónde está la biblioteca?,Formal,Short,Translate
1062,Чи можу я взяти це з собою?,uk,es,¿Puedo llevar esto para llevar?,Emergency,Medium,Request
1063,¿Cuánto cuesta el boleto?,es,fr,Combien coûte le billet ?,Casual,Short,Inform
1064,Where is the nearest pharmacy?,en,fr,Où est la pharmacie la plus proche ?,Technical,Medium,Inform
1065,¿Qué hora es ahora?,es,uk,Який час зараз?,Travel,Short,Request
1066,Quiero una taza de café.,es,uk,Я хочу чашку кави.,Travel,Medium,Request
1067,How much is the ticket?,en,es,¿Cuánto cuesta el boleto?,Formal,Medium,Translate
1068,Скільки коштує квиток?,uk,en,How much is the ticket?,Emergency,Short,Inform
1069,Me gusta este lugar.,es,fr,J'aime cet endroit.,Emergency,Short,Request
1070,Який сьогодні курс валют?,uk,es,¿Cuál es el tipo de cambio hoy?,Formal,Short,Request
1071,Y a-t-il un parking ici ?,fr,es,¿Hay estacionamiento aquí?,Technical,Medium,Clarify
1072,Quelle heure est-il maintenant ?,fr,uk,Який час зараз?,Emergency,Medium,Clarify
1073,Мені потрібен переклад цього документа.,uk,es,Necesito una traducción de este documento.,Travel,Medium,Translate
1074,Comment connecter une imprimante à l'ordinateur ?,fr,en,How to connect a printer to the computer?,Emergency,Medium,Inform
1075,Скільки коштує квиток?,uk,fr,Combien coûte le billet ?,Emergency,Short,Inform
1076,Où puis-je trouver un hôtel ?,fr,en,Where can I find a hotel?,Travel,Medium,Translate
1077,What is artificial intelligence?,en,fr,Qu'est-ce que l'intelligence artificielle ?,Casual,Short,Translate
1078,¿Puedo probarme esto?,es,uk,Чи можу я спробувати це?,Travel,Short,Request
1079,Où est la bibliothèque ?,fr,en,Where is the library?,Travel,Medium,Inform
1080,"C'est urgent, appelez un médecin !",fr,en,"It's urgent, call a doctor!",Travel,Medium,Inform
1081,C'est délicieux !,fr,uk,Це смачно!,Technical,Short,Clarify
1082,¿Qué es la inteligencia artificial?,es,uk,Що таке штучний інтелект?,Casual,Medium,Inform
1083,Як зв’язатися з підтримкою?,uk,es,¿Cómo contacto con soporte?,Formal,Short,Inform
1084,¿Puedo pagar con tarjeta?,es,uk,Чи можу я оплатити карткою?,Formal,Short,Inform
1085,How does this program work?,en,uk,Як працює ця програма?,Technical,Medium,Request
1086,¿Tienen descuentos?,es,en,Do you have any discounts?,Technical,Short,Translate
1087,Combien coûte le billet ?,fr,es,¿Cuánto cuesta el boleto?,Emergency,Medium,Translate
1088,¿Cómo llegar a la estación de tren?,es,en,How to get to the train station?,Technical,Medium,Inform
1089,Comment contacter le support ?,fr,uk,Як зв’язатися з підтримкою?,Travel,Medium,Request
1090,"¡Es urgente, llame a un médico!",es,uk,"Це терміново, викличте лікаря!",Emergency,Medium,Clarify
1091,Це смачно!,uk,es,¡Esto es delicioso!,Emergency,Short,Request
1092,¿Cómo llegar a la estación de tren?,es,uk,Як дістатися до вокзалу?,Casual,Medium,Request
1093,¿Puedo pagar con tarjeta?,es,uk,Чи можу я оплатити карткою?,Emergency,Short,Request
1094,Can I try this on?,en,uk,Чи можу я спробувати це?,Emergency,Medium,Translate
1095,Чи можу я замовити таксі?,uk,fr,Puis-je commander un taxi ?,Casual,Medium,Request
1096,¿Dónde está mi teléfono?,es,fr,Où est mon téléphone ?,Emergency,Short,Clarify
1097,¿Dónde está la farmacia más cercana?,es,en,Where is the nearest pharmacy?,Formal,Medium,Request
1098,Puis-je emporter ceci ?,fr,uk,Чи можу я взяти це з собою?,Travel,Short,Request
1099,Puis-je essayer ceci ?,fr,uk,Чи можу я спробувати це?,Travel,Short,Translate
1100,¿Dónde puedo comprar entradas para un concierto?,es,en,Where can I buy concert tickets?,Casual,Medium,Translate
1101,"Bonjour, comment vas-tu ?",fr,uk,"Привіт, як справи?",Technical,Short,Translate
1102,¿Puedo probarme esto?,es,fr,Puis-je essayer ceci ?,Technical,Short,Inform
1103,Quel est le mot de passe Wi-Fi ?,fr,en,What is your Wi-Fi password?,Travel,Medium,Translate
1104,Me gusta este lugar.,es,en,I like this place.,Technical,Short,Request
1105,Чи є у вас вегетаріанське меню?,uk,en,Do you have a vegetarian menu?,Casual,Medium,Clarify
1106,Як працює ця програма?,uk,fr,Comment fonctionne ce programme ?,Formal,Short,Inform
1107,Де знаходиться бібліотека?,uk,es,¿Dónde está la biblioteca?,Travel,Short,Request
1108,How much is the ticket?,en,uk,Скільки коштує квиток?,Formal,Medium,Translate
1109,Merci pour votre attention.,fr,en,Thank you for your attention.,Emergency,Short,Inform
1110,Thank you for your attention.,en,fr,Merci pour votre attention.,Technical,Medium,Translate
1111,¡Necesito ayuda!,es,fr,J'ai besoin d'aide !,Technical,Short,Request
1112,¿Dónde está la biblioteca?,es,en,Where is the library?,Casual,Short,Request
1113,Comment configurer le Wi-Fi ?,fr,uk,Як налаштувати Wi-Fi?,Formal,Medium,Translate
1114,J'ai froid.,fr,uk,Мені холодно.,Travel,Short,Translate
1115,Comment contacter le support ?,fr,es,¿Cómo contacto con soporte?,Casual,Medium,Translate
1116,¿Puedo pedir un taxi?,es,uk,Чи можу я замовити таксі?,Formal,Short,Translate
1117,¿Tienen descuentos?,es,en,Do you have any discounts?,Casual,Short,Request
1118,J'ai besoin d'aide !,fr,en,I need help!,Casual,Short,Translate
1119,Merci pour votre attention.,fr,en,Thank you for your attention.,Formal,Short,Translate
1120,Мені подобається це місце.,uk,en,I like this place.,Casual,Short,Translate
1121,"Por favor, explícalo de nuevo.",es,en,Please explain it again.,Travel,Medium,Inform
1122,How to set up Wi-Fi?,en,uk,Як налаштувати Wi-Fi?,Casual,Medium,Inform
1123,¿Cuánto tiempo tomará la reparación?,es,uk,Як довго триватиме ремонт?,Emergency,Medium,Request
1124,"It's urgent, call a doctor!",en,fr,"C'est urgent, appelez un médecin !",Emergency,Medium,Request
1125,Do you have any discounts?,en,es,¿Tienen descuentos?,Travel,Medium,Request
1126,Avez-vous des réductions ?,fr,uk,Чи є у вас знижки?,Technical,Short,Inform
1127,"Це терміново, викличте лікаря!",uk,en,"It's urgent, call a doctor!",Emergency,Short,Translate
1128,Як налаштувати Wi-Fi?,uk,es,¿Cómo configurar Wi-Fi?,Technical,Short,Request
1129,Where is the library?,en,fr,Où est la bibliothèque ?,Emergency,Short,Request
1130,Puis-je retourner cet article ?,fr,es,¿Puedo devolver este artículo?,Emergency,Medium,Request
1131,Мені потрібна допомога!,uk,es,¡Necesito ayuda!,Emergency,Short,Request
1132,¿Cuál es la contraseña del Wi-Fi?,es,uk,Який у вас пароль Wi-Fi?,Travel,Medium,Inform
1133,¿A qué distancia está el aeropuerto?,es,uk,Як далеко до аеропорту?,Formal,Medium,Clarify
1134,Чи є у вас вегетаріанське меню?,uk,fr,Avez-vous un menu végétarien ?,Casual,Medium,Request
1135,¿Cuánto cuesta el boleto?,es,en,How much is the ticket?,Travel,Short,Clarify
1136,Чи йде дощ?,uk,fr,Est-ce qu'il pleut ?,Emergency,Short,Clarify
1137,How to set up Wi-Fi?,en,es,¿Cómo configurar Wi-Fi?,Travel,Medium,Request
1138,¿Cuál es la contraseña del Wi-Fi?,es,uk,Який у вас пароль Wi-Fi?,Travel,Medium,Translate
1139,¿Tienen menú vegetariano?,es,fr,Avez-vous un menu végétarien ?,Technical,Short,Request
1140,Дякую за вашу увагу.,uk,es,Gracias por su atención.,Travel,Short,Request
1141,How to connect a printer to the computer?,en,fr,Comment connecter une imprimante à l'ordinateur ?,Emergency,Medium,Clarify
1142,Avez-vous des réductions ?,fr,en,Do you have any discounts?,Casual,Short,Translate
1143,How to connect a printer to the computer?,en,fr,Comment connecter une imprimante à l'ordinateur ?,Travel,Medium,Translate
1144,I need a translation of this document.,en,es,Necesito una traducción de este documento.,Emergency,Medium,Request
1145,How much is the ticket?,en,es,¿Cuánto cuesta el boleto?,Travel,Medium,Inform
1146,"Це терміново, викличте лікаря!",uk,en,"It's urgent, call a doctor!",Emergency,Short,Clarify
1147,Can I take this to go?,en,uk,Чи можу я взяти це з собою?,Travel,Medium,Translate
1148,Як далеко до аеропорту?,uk,en,How far is the airport?,Formal,Short,Inform
1149,¿Tienen menú vegetariano?,es,uk,Чи є у вас вегетаріанське меню?,Travel,Short,Inform
1150,Avez-vous des réductions ?,fr,en,Do you have any discounts?,Technical,Short,Request
1151,¿Puedo probarme esto?,es,uk,Чи можу я спробувати це?,Emergency,Short,Translate
1152,Як налаштувати Wi-Fi?,uk,en,How to set up Wi-Fi?,Technical,Short,Inform
1153,"Будь ласка, поясніть це ще раз.",uk,en,Please explain it again.,Technical,Medium,Translate
1154,Мені холодно.,uk,en,I'm cold.,Casual,Short,Inform
1155,Combien ça coûte ?,fr,en,How much does it cost?,Casual,Short,Translate
1156,What is artificial intelligence?,en,uk,Що таке штучний інтелект?,Casual,Short,Request
1157,Чи можу я повернути цей товар?,uk,es,¿Puedo devolver este artículo?,Emergency,Medium,Inform
1158,Comment connecter une imprimante à l'ordinateur ?,fr,uk,Як підключити принтер до комп'ютера?,Casual,Medium,Request
1159,Can I take this to go?,en,uk,Чи можу я взяти це з собою?,Travel,Medium,Translate
1160,Чи можу я взяти це з собою?,uk,en,Can I take this to go?,Technical,Medium,Request
1161,Combien de temps prendra la réparation ?,fr,en,How long will the repair take?,Formal,Medium,Request
1162,Що таке штучний інтелект?,uk,es,¿Qué es la inteligencia artificial?,Casual,Short,Translate
1163,"Це терміново, викличте лікаря!",uk,en,"It's urgent, call a doctor!",Formal,Short,Translate
1164,¿Hay estacionamiento aquí?,es,en,Is there parking here?,Technical,Short,Inform
1165,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Technical,Medium,Request
1166,Я загубив свої ключі.,uk,en,I lost my keys.,Technical,Short,Translate
1167,Я хочу чашку кави.,uk,es,Quiero una taza de café.,Formal,Short,Translate
1168,I like this place.,en,fr,J'aime cet endroit.,Technical,Short,Translate
1169,Який у вас пароль Wi-Fi?,uk,fr,Quel est le mot de passe Wi-Fi ?,Travel,Medium,Translate
1170,How far is the airport?,en,es,¿A qué distancia está el aeropuerto?,Emergency,Medium,Translate
1171,Де мій телефон?,uk,es,¿Dónde está mi teléfono?,Emergency,Short,Inform
1172,¿Cómo funciona este programa?,es,uk,Як працює ця програма?,Technical,Short,Request
1173,Thank you for your attention.,en,fr,Merci pour votre attention.,Formal,Medium,Request
1174,Comment fonctionne ce programme ?,fr,es,¿Cómo funciona este programa?,Casual,Medium,Translate
1175,Чи можу я спробувати це?,uk,fr,Puis-je essayer ceci ?,Travel,Medium,Inform
1176,Мені потрібен переклад цього документа.,uk,en,I need a translation of this document.,Emergency,Medium,Translate
1177,¿Qué es la inteligencia artificial?,es,uk,Що таке штучний інтелект?,Casual,Medium,Translate
1178,Avez-vous des réductions ?,fr,es,¿Tienen descuentos?,Technical,Short,Inform
1179,Où puis-je trouver un hôtel ?,fr,uk,Де я можу знайти готель?,Emergency,Medium,Request
1180,I'm cold.,en,fr,J'ai froid.,Technical,Short,Translate
1181,¡Esto es delicioso!,es,fr,C'est délicieux !,Technical,Short,Translate
1182,Чи можу я повернути цей товар?,uk,fr,Puis-je retourner cet article ?,Technical,Medium,Request
1183,¿Cómo contacto con soporte?,es,en,How do I contact support?,Travel,Short,Request
1184,What is artificial intelligence?,en,uk,Що таке штучний інтелект?,Travel,Short,Request
1185,Combien coûte le billet ?,fr,uk,Скільки коштує квиток?,Travel,Medium,Translate
1186,¿Cuánto cuesta este libro?,es,uk,Скільки коштує ця книга?,Travel,Short,Clarify
1187,Y a-t-il un parking ici ?,fr,es,¿Hay estacionamiento aquí?,Travel,Medium,Inform
1188,Can I try this on?,en,uk,Чи можу я спробувати це?,Travel,Medium,Inform
1189,Y a-t-il des places libres au restaurant ?,fr,es,¿Hay asientos libres en el restaurante?,Travel,Medium,Request
1190,Is it raining?,en,es,¿Está lloviendo?,Casual,Short,Translate
1191,Як довго триватиме ремонт?,uk,fr,Combien de temps prendra la réparation ?,Travel,Short,Inform
1192,Thank you for your attention.,en,fr,Merci pour votre attention.,Formal,Medium,Translate
1193,¡Necesito ayuda!,es,en,I need help!,Technical,Short,Translate
1194,Мені подобається це місце.,uk,fr,J'aime cet endroit.,Travel,Short,Translate
1195,Qu'est-ce que l'intelligence artificielle ?,fr,uk,Що таке штучний інтелект?,Technical,Medium,Request
1196,Where is the nearest pharmacy?,en,fr,Où est la pharmacie la plus proche ?,Technical,Medium,Translate
1197,¿Tienen descuentos?,es,uk,Чи є у вас знижки?,Technical,Short,Translate
1198,¿Cómo configurar Wi-Fi?,es,fr,Comment configurer le Wi-Fi ?,Technical,Short,Request
1199,Скільки це коштує?,uk,fr,Combien ça coûte ?,Emergency,Short,Inform
1200,Як довго триватиме ремонт?,uk,fr,Combien de temps prendra la réparation ?,Casual,Short,Request
1201,À quelle distance est l'aéroport ?,fr,en,How far is the airport?,Travel,Medium,Translate
1202,Merci pour votre attention.,fr,en,Thank you for your attention.,Casual,Short,Translate
1203,Де знаходиться бібліотека?,uk,fr,Où est la bibliothèque ?,Technical,Short,Inform
1204,¿Puedo devolver este artículo?,es,en,Can I return this item?,Formal,Short,Translate
1205,Est-ce qu'il pleut ?,fr,es,¿Está lloviendo?,Formal,Short,Translate
1206,I need a translation of this document.,en,es,Necesito una traducción de este documento.,Emergency,Medium,Inform
1207,¿Puedo llevar esto para llevar?,es,en,Can I take this to go?,Formal,Medium,Request
1208,Де я можу купити квитки на концерт?,uk,es,¿Dónde puedo comprar entradas para un concierto?,Technical,Medium,Inform
1209,Я загубив свої ключі.,uk,en,I lost my keys.,Casual,Short,Translate
1210,Скільки коштує квиток?,uk,es,¿Cuánto cuesta el boleto?,Travel,Short,Translate
1211,¿Dónde está la farmacia más cercana?,es,en,Where is the nearest pharmacy?,Travel,Medium,Inform
1212,Чи є тут парковка?,uk,en,Is there parking here?,Emergency,Short,Inform
1213,Comment configurer le Wi-Fi ?,fr,es,¿Cómo configurar Wi-Fi?,Technical,Medium,Translate
1214,"It's urgent, call a doctor!",en,uk,"Це терміново, викличте лікаря!",Formal,Medium,Clarify
1215,Where is my phone?,en,uk,Де мій телефон?,Casual,Short,Request
1216,¿Cómo funciona este programa?,es,uk,Як працює ця програма?,Travel,Short,Inform
1217,Як звати вашого собаку?,uk,fr,Comment s'appelle votre chien ?,Travel,Short,Request
1218,Where can I buy concert tickets?,en,fr,Où puis-je acheter des billets pour un concert ?,Emergency,Medium,Request
1219,C'est délicieux !,fr,uk,Це смачно!,Casual,Short,Clarify
1220,Чи є вільні місця в ресторані?,uk,en,Are there free seats in the restaurant?,Formal,Medium,Clarify
1221,Puis-je essayer ceci ?,fr,en,Can I try this on?,Casual,Short,Translate
1222,Where is my phone?,en,uk,Де мій телефон?,Casual,Short,Translate
1223,¿Cómo conectar una impresora a la computadora?,es,uk,Як підключити принтер до комп'ютера?,Travel,Medium,Request
1224,Мені потрібна допомога!,uk,fr,J'ai besoin d'aide !,Technical,Short,Inform
1225,Де знаходиться бібліотека?,uk,en,Where is the library?,Formal,Short,Clarify
1226,¿Hay estacionamiento aquí?,es,en,Is there parking here?,Travel,Short,Request
1227,I like this place.,en,fr,J'aime cet endroit.,Travel,Short,Translate
1228,"Це терміново, викличте лікаря!",uk,es,"¡Es urgente, llame a un médico!",Formal,Short,Request
1229,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Technical,Medium,Translate
1230,Як довго триватиме ремонт?,uk,es,¿Cuánto tiempo tomará la reparación?,Travel,Short,Clarify
1231,Where is my phone?,en,uk,Де мій телефон?,Emergency,Short,Inform
1232,Gracias por su atención.,es,fr,Merci pour votre attention.,Casual,Short,Clarify
1233,Je veux une tasse de café.,fr,es,Quiero una taza de café.,Technical,Medium,Translate
1234,Gracias por su atención.,es,en,Thank you for your attention.,Technical,Short,Translate
1235,Comment fonctionne ce programme ?,fr,uk,Як працює ця програма?,Formal,Medium,Translate
1236,Can I return this item?,en,fr,Puis-je retourner cet article ?,Technical,Medium,Clarify
